Provider_ID,Hospital_Name,Address,City,State,ZIP_Code,County_Name,Phone_Number,Hospital_Type,Hospital_Ownership,Emergency_Services,Hospital_Name,Provider_Number,State,Measure_Name,Number_of_Discharges,Footnote,Excess_Readmission_Ratio,Predicted_Readmission_Rate,Expected_Readmission_Rate,Number_of_Readmissions,Start_Date,End_Date
190054,"IBERIA GENERAL HOSPITAL AND MEDICAL CENTER","2315 E MAIN STREET","NEW IBERIA",LA,70562,IBERIA,3373640441,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"IBERIA GENERAL HOSPITAL AND MEDICAL CENTER",190054,LA,READM-30-HF-HRRP,244,NULL,1.0311,23.8,23.1,60,"2010-07-01 00:00:00","2013-06-30 00:00:00"
190054,"IBERIA GENERAL HOSPITAL AND MEDICAL CENTER","2315 E MAIN STREET","NEW IBERIA",LA,70562,IBERIA,3373640441,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"IBERIA GENERAL HOSPITAL AND MEDICAL CENTER",190054,LA,READM-30-HIP-KNEE-HRRP,"Not Available",NULL,0.8897,5.1,5.7,"Too Few to Report","2010-07-01 00:00:00","2013-06-30 00:00:00"
190308,"ST BERNARD PARISH HOSPITAL","8000 WEST JUDGE PEREZ DRIVE",CHALMETTE,LA,70043,"SAINT BERNARD",5048269500,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"ST BERNARD PARISH HOSPITAL",190308,LA,READM-30-HF-HRRP,"Not Available",1,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
200031,"CARY MEDICAL CENTER","163 VAN BUREN RD, SUITE 1",CARIBOU,ME,4736,AROOSTOOK,2074983111,"Acute Care Hospitals","Government - Local",Yes,"CARY MEDICAL CENTER",200031,ME,READM-30-COPD-HRRP,282,NULL,0.9564,20.3,21.2,54,"2010-07-01 00:00:00","2013-06-30 00:00:00"
230302,"HENRY FORD WEST BLOOMFIELD HOSPITAL","6777 WEST MAPLE ROAD","WEST BLOOMFIELD",MI,48322,OAKLAND,2483251000,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"HENRY FORD WEST BLOOMFIELD HOSPITAL",230302,MI,READM-30-AMI-HRRP,162,NULL,1.007,21.4,21.2,35,"2010-07-01 00:00:00","2013-06-30 00:00:00"
240014,"NORTHFIELD HOSPITAL","2000 NORTH AVENUE",NORTHFIELD,MN,55057,DAKOTA,5076461001,"Acute Care Hospitals","Government - Local",Yes,"NORTHFIELD HOSPITAL",240014,MN,READM-30-HIP-KNEE-HRRP,"Not Available",NULL,0.9162,4,4.4,"Too Few to Report","2010-07-01 00:00:00","2013-06-30 00:00:00"
220108,"BETH ISRAEL DEACONESS HOSPITAL-MILTON INC","199 REEDSDALE ROAD",MILTON,MA,2186,NORFOLK,6176964600,"Acute Care Hospitals","Government - Federal",Yes,"BETH ISRAEL DEACONESS HOSPITAL-MILTON INC",220108,MA,READM-30-COPD-HRRP,295,NULL,1.0608,20.6,19.4,65,"2010-07-01 00:00:00","2013-06-30 00:00:00"
220108,"BETH ISRAEL DEACONESS HOSPITAL-MILTON INC","199 REEDSDALE ROAD",MILTON,MA,2186,NORFOLK,6176964600,"Acute Care Hospitals","Government - Federal",Yes,"BETH ISRAEL DEACONESS HOSPITAL-MILTON INC",220108,MA,READM-30-HIP-KNEE-HRRP,176,NULL,1.3471,7.2,5.3,18,"2010-07-01 00:00:00","2013-06-30 00:00:00"
230054,"MARQUETTE GENERAL HOSPITAL","420 W MAGNETIC",MARQUETTE,MI,49855,MARQUETTE,9062289440,"Acute Care Hospitals","Government - Local",Yes,"MARQUETTE GENERAL HOSPITAL",230054,MI,READM-30-HIP-KNEE-HRRP,427,NULL,0.7048,4,5.7,11,"2010-07-01 00:00:00","2013-06-30 00:00:00"
230055,"DICKINSON COUNTY MEMORIAL HOSPITAL","1721 S STEPHENSON AVE","IRON MOUNTAIN",MI,49801,DICKINSON,9067741313,"Acute Care Hospitals","Government - Local",Yes,"DICKINSON COUNTY MEMORIAL HOSPITAL",230055,MI,READM-30-AMI-HRRP,"Not Available",NULL,0.8896,18.7,21.1,"Too Few to Report","2010-07-01 00:00:00","2013-06-30 00:00:00"
230055,"DICKINSON COUNTY MEMORIAL HOSPITAL","1721 S STEPHENSON AVE","IRON MOUNTAIN",MI,49801,DICKINSON,9067741313,"Acute Care Hospitals","Government - Local",Yes,"DICKINSON COUNTY MEMORIAL HOSPITAL",230055,MI,READM-30-PN-HRRP,198,NULL,0.9331,15.2,16.3,26,"2010-07-01 00:00:00","2013-06-30 00:00:00"
230085,"SOUTH HAVEN COMMUNITY HOSPITAL","955 S BAILEY AVE","SOUTH HAVEN",MI,49090,"VAN BUREN",2696375271,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"SOUTH HAVEN COMMUNITY HOSPITAL",230085,MI,READM-30-AMI-HRRP,"Not Available",1,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
230174,"NORTH OTTAWA COMMUNITY HEALTH CENTER","1309 SHELDON RD","GRAND HAVEN",MI,49417,OTTAWA,6168423600,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"NORTH OTTAWA COMMUNITY HEALTH CENTER",230174,MI,READM-30-HF-HRRP,"Not Available",NULL,0.9631,21.3,22.1,"Too Few to Report","2010-07-01 00:00:00","2013-06-30 00:00:00"
250097,"SOUTHWEST MS REGIONAL MEDICAL CENTER","215 MARION AV BOX 1307",MCCOMB,MS,39649,PIKE,6012495500,"Acute Care Hospitals","Government - Local",Yes,"SOUTHWEST MS REGIONAL MEDICAL CENTER",250097,MS,READM-30-HIP-KNEE-HRRP,76,NULL,1.3966,8.9,6.3,13,"2010-07-01 00:00:00","2013-06-30 00:00:00"
260009,"BOTHWELL REGIONAL HEALTH CENTER","601 E 14TH ST",SEDALIA,MO,65302,PETTIS,6608268833,"Acute Care Hospitals","Government - Local",Yes,"BOTHWELL REGIONAL HEALTH CENTER",260009,MO,READM-30-AMI-HRRP,"Not Available",NULL,0.9216,19.2,20.9,"Too Few to Report","2010-07-01 00:00:00","2013-06-30 00:00:00"
240071,"DISTRICT ONE HOSPITAL","200 STATE AVENUE",FARIBAULT,MN,55021,RICE,5073346451,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"DISTRICT ONE HOSPITAL",240071,MN,READM-30-COPD-HRRP,63,NULL,1.0382,19.4,18.7,15,"2010-07-01 00:00:00","2013-06-30 00:00:00"
240071,"DISTRICT ONE HOSPITAL","200 STATE AVENUE",FARIBAULT,MN,55021,RICE,5073346451,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"DISTRICT ONE HOSPITAL",240071,MN,READM-30-PN-HRRP,"Not Available",NULL,0.949,15.4,16.2,"Too Few to Report","2010-07-01 00:00:00","2013-06-30 00:00:00"
240196,"PHILLIPS EYE INSTITUTE","2215 PARK AVENUE SOUTH",MINNEAPOLIS,MN,55404,HENNEPIN,6127758815,"Acute Care Hospitals","Government - Federal",No,"PHILLIPS EYE INSTITUTE",240196,MN,READM-30-HF-HRRP,"Not Available",5,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
240196,"PHILLIPS EYE INSTITUTE","2215 PARK AVENUE SOUTH",MINNEAPOLIS,MN,55404,HENNEPIN,6127758815,"Acute Care Hospitals","Government - Federal",No,"PHILLIPS EYE INSTITUTE",240196,MN,READM-30-HIP-KNEE-HRRP,"Not Available",5,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
260070,"PEMISCOT COUNTY MEMORIAL HOSPITAL","946 EAST REED",HAYTI,MO,63851,PEMISCOT,5733591372,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"PEMISCOT COUNTY MEMORIAL HOSPITAL",260070,MO,READM-30-AMI-HRRP,"Not Available",1,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
260070,"PEMISCOT COUNTY MEMORIAL HOSPITAL","946 EAST REED",HAYTI,MO,63851,PEMISCOT,5733591372,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"PEMISCOT COUNTY MEMORIAL HOSPITAL",260070,MO,READM-30-COPD-HRRP,262,NULL,1.1684,22,18.8,69,"2010-07-01 00:00:00","2013-06-30 00:00:00"
250040,"SINGING RIVER HOSPITAL","2809 DENNY AV",PASCAGOULA,MS,39581,JACKSON,2288095000,"Acute Care Hospitals","Government - Local",Yes,"SINGING RIVER HOSPITAL",250040,MS,READM-30-AMI-HRRP,454,NULL,1.1078,17.7,16,86,"2010-07-01 00:00:00","2013-06-30 00:00:00"
250043,"NESHOBA COUNTY GENERAL HOSPITAL","1001 HOLLAND AVENUE",PHILADELPHIA,MS,39350,NESHOBA,6016631200,"Acute Care Hospitals","Government - Local",Yes,"NESHOBA COUNTY GENERAL HOSPITAL",250043,MS,READM-30-AMI-HRRP,"Not Available",1,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
250058,"SOUTH CENTRAL REG MED CTR","1220 JEFFERSON ST BOX 607",LAUREL,MS,39440,JONES,6014264000,"Acute Care Hospitals","Government - Local",Yes,"SOUTH CENTRAL REG MED CTR",250058,MS,READM-30-HF-HRRP,372,NULL,0.9229,19.8,21.4,69,"2010-07-01 00:00:00","2013-06-30 00:00:00"
250077,"WAYNE GENERAL HOSPITAL","950 MATTHEW DR",WAYNESBORO,MS,39367,WAYNE,6017355151,"Acute Care Hospitals","Government - Local",Yes,"WAYNE GENERAL HOSPITAL",250077,MS,READM-30-PN-HRRP,176,NULL,1.1418,16.7,14.6,37,"2010-07-01 00:00:00","2013-06-30 00:00:00"
280077,"FREMONT HEALTH MEDICAL CENTER","450 EAST 23RD ST",FREMONT,NE,68025,DODGE,4027211610,"Acute Care Hospitals","Government - Local",Yes,"FREMONT HEALTH MEDICAL CENTER",280077,NE,READM-30-AMI-HRRP,"Not Available",NULL,0.9362,16.2,17.3,"Too Few to Report","2010-07-01 00:00:00","2013-06-30 00:00:00"
280077,"FREMONT HEALTH MEDICAL CENTER","450 EAST 23RD ST",FREMONT,NE,68025,DODGE,4027211610,"Acute Care Hospitals","Government - Local",Yes,"FREMONT HEALTH MEDICAL CENTER",280077,NE,READM-30-HIP-KNEE-HRRP,331,NULL,0.9828,4.9,5,16,"2010-07-01 00:00:00","2013-06-30 00:00:00"
260138,"ST LUKES HOSPITAL OF KANSAS CITY","4401 WORNALL ROAD","KANSAS CITY",MO,64111,JACKSON,8169322000,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"ST LUKES HOSPITAL OF KANSAS CITY",260138,MO,READM-30-PN-HRRP,448,NULL,1.1011,19.4,17.7,93,"2010-07-01 00:00:00","2013-06-30 00:00:00"
260141,"UNIVERSITY OF MISSOURI HEALTH CARE","ONE HOSPITAL DRIVE, ROOM CE121, DC031,00",COLUMBIA,MO,65212,BOONE,5738824141,"Acute Care Hospitals","Government - State",Yes,"UNIVERSITY OF MISSOURI HEALTH CARE",260141,MO,READM-30-COPD-HRRP,225,NULL,1.0429,22.1,21.2,53,"2010-07-01 00:00:00","2013-06-30 00:00:00"
260195,"CITIZENS MEMORIAL HOSPITAL","1500 N OAKLAND",BOLIVAR,MO,65613,POLK,4173266000,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"CITIZENS MEMORIAL HOSPITAL",260195,MO,READM-30-AMI-HRRP,67,NULL,1.0004,16.4,16.4,11,"2010-07-01 00:00:00","2013-06-30 00:00:00"
260195,"CITIZENS MEMORIAL HOSPITAL","1500 N OAKLAND",BOLIVAR,MO,65613,POLK,4173266000,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"CITIZENS MEMORIAL HOSPITAL",260195,MO,READM-30-HF-HRRP,99,NULL,1.0528,23.2,22.1,26,"2010-07-01 00:00:00","2013-06-30 00:00:00"
330027,"NASSAU UNIVERSITY MEDICAL CENTER","2201 HEMPSTEAD TURNPIKE","EAST MEADOW",NY,11554,NASSAU,5165720123,"Acute Care Hospitals","Government - Local",Yes,"NASSAU UNIVERSITY MEDICAL CENTER",330027,NY,READM-30-PN-HRRP,111,NULL,1.1773,20.6,17.5,33,"2010-07-01 00:00:00","2013-06-30 00:00:00"
290002,"SOUTH LYON MEDICAL CENTER","213 S WHITACRE/PO BOX 940",YERINGTON,NV,89447,LYON,7757813761,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"SOUTH LYON MEDICAL CENTER",290002,NV,READM-30-AMI-HRRP,0,7,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
290002,"SOUTH LYON MEDICAL CENTER","213 S WHITACRE/PO BOX 940",YERINGTON,NV,89447,LYON,7757813761,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"SOUTH LYON MEDICAL CENTER",290002,NV,READM-30-PN-HRRP,"Not Available",NULL,0.9815,14.9,15.2,"Too Few to Report","2010-07-01 00:00:00","2013-06-30 00:00:00"
310119,"UNIVERSITY HOSPITAL","150 BERGEN ST",NEWARK,NJ,7103,ESSEX,9739725658,"Acute Care Hospitals","Government - State",Yes,"UNIVERSITY HOSPITAL",310119,NJ,READM-30-HF-HRRP,161,NULL,1.125,25.4,22.6,48,"2010-07-01 00:00:00","2013-06-30 00:00:00"
320016,"GILA REGIONAL MEDICAL CENTER","1313 E 32ND ST","SILVER CITY",NM,88061,GRANT,5755384000,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"GILA REGIONAL MEDICAL CENTER",320016,NM,READM-30-AMI-HRRP,"Not Available",1,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
320016,"GILA REGIONAL MEDICAL CENTER","1313 E 32ND ST","SILVER CITY",NM,88061,GRANT,5755384000,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"GILA REGIONAL MEDICAL CENTER",320016,NM,READM-30-HIP-KNEE-HRRP,"Not Available",NULL,0.8202,3.6,4.4,"Too Few to Report","2010-07-01 00:00:00","2013-06-30 00:00:00"
320021,"PRESBYTERIAN HOSPITAL","1100 CENTRAL AVENUE SE",ALBUQUERQUE,NM,87106,BERNALILLO,5057248386,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"PRESBYTERIAN HOSPITAL",320021,NM,READM-30-AMI-HRRP,444,NULL,1.0098,15.2,15.1,68,"2010-07-01 00:00:00","2013-06-30 00:00:00"
320022,"PLAINS REGIONAL MEDICAL CENTER","2100 N MARTIN LUTHER KING, JR, BLVD",CLOVIS,NM,88101,CURRY,5757697155,"Acute Care Hospitals","Government - Federal",Yes,"PLAINS REGIONAL MEDICAL CENTER",320022,NM,READM-30-HIP-KNEE-HRRP,"Not Available",NULL,0.9562,5.3,5.6,"Too Few to Report","2010-07-01 00:00:00","2013-06-30 00:00:00"
320030,"ARTESIA GENERAL HOSPITAL","702 N 13TH STREET",ARTESIA,NM,88210,EDDY,5757483333,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"ARTESIA GENERAL HOSPITAL",320030,NM,READM-30-COPD-HRRP,108,NULL,1.03,18.4,17.9,22,"2010-07-01 00:00:00","2013-06-30 00:00:00"
320057,"SANTA FE PHS INDIAN HOSPITAL","1700 CERRILLOS ROAD","SANTA FE",NM,87501,"SANTA FE",5059889821,"Acute Care Hospitals","Government - Federal",No,"SANTA FE PHS INDIAN HOSPITAL",320057,NM,READM-30-AMI-HRRP,"Not Available",5,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
320057,"SANTA FE PHS INDIAN HOSPITAL","1700 CERRILLOS ROAD","SANTA FE",NM,87501,"SANTA FE",5059889821,"Acute Care Hospitals","Government - Federal",No,"SANTA FE PHS INDIAN HOSPITAL",320057,NM,READM-30-COPD-HRRP,"Not Available",5,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
320059,"NORTHERN NAVAJO MEDICAL CENTER","US HWY 491 NORTH",SHIPROCK,NM,87420,"SAN JUAN",5053686001,"Acute Care Hospitals","Government - Federal",Yes,"NORTHERN NAVAJO MEDICAL CENTER",320059,NM,READM-30-HF-HRRP,"Not Available",NULL,0.9374,17.6,18.8,"Too Few to Report","2010-07-01 00:00:00","2013-06-30 00:00:00"
320067,"GUADALUPE COUNTY HOSPITAL","117 CAMINO DE VIDA, SUITE 100","SANTA ROSA",NM,88435,GUADALUPE,5754723417,"Acute Care Hospitals","Government - Local",No,"GUADALUPE COUNTY HOSPITAL",320067,NM,READM-30-HF-HRRP,"Not Available",1,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
320070,"DHHS USPHS INDIAN HEALTH SERVICES","EXIT #102 OFF I-40 1/2 MILE SOUTH","SAN FIDEL",NM,87049,CIBOLA,5055525300,"Acute Care Hospitals","Government - Federal",Yes,"DHHS USPHS INDIAN HEALTH SERVICES",320070,NM,READM-30-AMI-HRRP,"Not Available",5,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
320070,"DHHS USPHS INDIAN HEALTH SERVICES","EXIT #102 OFF I-40 1/2 MILE SOUTH","SAN FIDEL",NM,87049,CIBOLA,5055525300,"Acute Care Hospitals","Government - Federal",Yes,"DHHS USPHS INDIAN HEALTH SERVICES",320070,NM,READM-30-PN-HRRP,"Not Available",1,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
320074,"LOVELACE WESTSIDE HOSPITAL","10501 GOLF COURSE ROAD NW",ALBUQUERQUE,NM,87114,BERNALILLO,5057272001,"Acute Care Hospitals","Government - Federal",Yes,"LOVELACE WESTSIDE HOSPITAL",320074,NM,READM-30-COPD-HRRP,53,NULL,1.0232,17.7,17.3,11,"2010-07-01 00:00:00","2013-06-30 00:00:00"
320084,"ROOSEVELT GENERAL HOSPITAL","42121 US HIGHWAY 70",PORTALES,NM,88130,ROOSEVELT,5753563412,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"ROOSEVELT GENERAL HOSPITAL",320084,NM,READM-30-AMI-HRRP,"Not Available",1,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
320084,"ROOSEVELT GENERAL HOSPITAL","42121 US HIGHWAY 70",PORTALES,NM,88130,ROOSEVELT,5753563412,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"ROOSEVELT GENERAL HOSPITAL",320084,NM,READM-30-HIP-KNEE-HRRP,"Not Available",5,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
330199,"METROPOLITAN HOSPITAL CENTER","1901 FIRST AVENUE","NEW YORK",NY,10029,"NEW YORK",2124237554,"Acute Care Hospitals","Government - Local",Yes,"METROPOLITAN HOSPITAL CENTER",330199,NY,READM-30-COPD-HRRP,78,NULL,1.0262,24.3,23.7,21,"2010-07-01 00:00:00","2013-06-30 00:00:00"
330199,"METROPOLITAN HOSPITAL CENTER","1901 FIRST AVENUE","NEW YORK",NY,10029,"NEW YORK",2124237554,"Acute Care Hospitals","Government - Local",Yes,"METROPOLITAN HOSPITAL CENTER",330199,NY,READM-30-HIP-KNEE-HRRP,"Not Available",1,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
330204,"BELLEVUE HOSPITAL CENTER","462 FIRST AVENUE","NEW YORK",NY,10016,"NEW YORK",2125614132,"Acute Care Hospitals","Government - Local",Yes,"BELLEVUE HOSPITAL CENTER",330204,NY,READM-30-HF-HRRP,138,NULL,1.0822,23.4,21.7,37,"2010-07-01 00:00:00","2013-06-30 00:00:00"
330128,"ELMHURST HOSPITAL CENTER","79-01 BROADWAY",ELMHURST,NY,11373,QUEENS,7183341141,"Acute Care Hospitals","Government - Local",Yes,"ELMHURST HOSPITAL CENTER",330128,NY,READM-30-AMI-HRRP,126,NULL,1.1034,18.8,17,29,"2010-07-01 00:00:00","2013-06-30 00:00:00"
50320,"HIGHLAND HOSPITAL","1411 E 31ST STREET",OAKLAND,CA,94602,ALAMEDA,5104374800,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"HIGHLAND HOSPITAL",330164,NY,READM-30-COPD-HRRP,197,NULL,1.0601,21.2,20,46,"2010-07-01 00:00:00","2013-06-30 00:00:00"
340109,"SENTARA ALBEMARLE MEDICAL CENTER","1144 N ROAD ST","ELIZABETH CITY",NC,27909,PASQUOTANK,2523350531,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"SENTARA ALBEMARLE MEDICAL CENTER",340109,NC,READM-30-COPD-HRRP,403,NULL,1.0527,21.1,20.1,89,"2010-07-01 00:00:00","2013-06-30 00:00:00"
340113,"CAROLINAS MEDICAL CENTER/BEHAV HEALTH","1000 BLYTHE BLVD",CHARLOTTE,NC,28203,MECKLENBURG,7043552000,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"CAROLINAS MEDICAL CENTER/BEHAV HEALTH",340113,NC,READM-30-AMI-HRRP,865,NULL,1.0692,16.2,15.2,144,"2010-07-01 00:00:00","2013-06-30 00:00:00"
340114,"REX HOSPITAL","4420 LAKE BOONE TRAIL",RALEIGH,NC,27607,WAKE,9197843100,"Acute Care Hospitals","Government - State",Yes,"REX HOSPITAL",340114,NC,READM-30-HIP-KNEE-HRRP,1599,NULL,0.89,4.2,4.7,65,"2010-07-01 00:00:00","2013-06-30 00:00:00"
340127,"GRANVILLE HEALTH SYSTEMS","COLLEGE ST BOX 947",OXFORD,NC,27565,GRANVILLE,9196903000,"Acute Care Hospitals","Government - Local",Yes,"GRANVILLE HEALTH SYSTEMS",340127,NC,READM-30-AMI-HRRP,"Not Available",NULL,0.952,18.7,19.7,"Too Few to Report","2010-07-01 00:00:00","2013-06-30 00:00:00"
340127,"GRANVILLE HEALTH SYSTEMS","COLLEGE ST BOX 947",OXFORD,NC,27565,GRANVILLE,9196903000,"Acute Care Hospitals","Government - Local",Yes,"GRANVILLE HEALTH SYSTEMS",340127,NC,READM-30-HF-HRRP,145,NULL,0.9549,21.2,22.1,28,"2010-07-01 00:00:00","2013-06-30 00:00:00"
340131,"CAROLINA EAST MEDICAL CENTER","2000 NEUSE BLVD","NEW BERN",NC,28560,CRAVEN,2526338640,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"CAROLINA EAST MEDICAL CENTER",340131,NC,READM-30-COPD-HRRP,557,NULL,0.8925,18.2,20.4,93,"2010-07-01 00:00:00","2013-06-30 00:00:00"
340133,"MARTIN GENERAL HOSPITAL","310 S MCCASKEY RD P O BOX 1128",WILLIAMSTON,NC,27892,MARTIN,2528096179,"Acute Care Hospitals","Government - Local",Yes,"MARTIN GENERAL HOSPITAL",340133,NC,READM-30-HF-HRRP,216,NULL,1.1488,23.1,20.1,58,"2010-07-01 00:00:00","2013-06-30 00:00:00"
340147,"NASH GENERAL HOSPITAL","2460 CURTIS ELLIS DRIVE","ROCKY MOUNT",NC,27804,NASH,2524438000,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"NASH GENERAL HOSPITAL",340147,NC,READM-30-HIP-KNEE-HRRP,354,NULL,0.9501,4.8,5,16,"2010-07-01 00:00:00","2013-06-30 00:00:00"
330240,"HARLEM HOSPITAL CENTER","506 LENOX AVENUE","NEW YORK",NY,10037,"NEW YORK",2124918400,"Acute Care Hospitals","Government - Local",Yes,"HARLEM HOSPITAL CENTER",330240,NY,READM-30-HF-HRRP,70,NULL,1.0281,22,21.4,17,"2010-07-01 00:00:00","2013-06-30 00:00:00"
330080,"LINCOLN MEDICAL & MENTAL HEALTH CENTER","234 EAST 149TH STREET",BRONX,NY,10451,BRONX,7185795000,"Acute Care Hospitals","Government - Local",Yes,"LINCOLN MEDICAL & MENTAL HEALTH CENTER",330080,NY,READM-30-HF-HRRP,118,NULL,1.0435,23.3,22.3,30,"2010-07-01 00:00:00","2013-06-30 00:00:00"
450133,"MIDLAND MEMORIAL HOSPITAL","400 ROSALIND REDFERN GROVER PARKWAY",MIDLAND,TX,79701,MIDLAND,4326851111,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"MIDLAND MEMORIAL HOSPITAL",450133,TX,READM-30-COPD-HRRP,397,NULL,0.8779,17,19.3,58,"2010-07-01 00:00:00","2013-06-30 00:00:00"
530012,"WYOMING MEDICAL CENTER","1233 EAST 2ND ST",CASPER,WY,82601,NATRONA,3075777201,"Acute Care Hospitals","Government - Local",Yes,"WYOMING MEDICAL CENTER",530012,WY,READM-30-COPD-HRRP,349,NULL,0.9917,20.2,20.4,70,"2010-07-01 00:00:00","2013-06-30 00:00:00"
530015,"ST JOHNS MEDICAL CENTER","625 EAST BROADWAY",JACKSON,WY,83001,TETON,3077333636,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"ST JOHNS MEDICAL CENTER",530015,WY,READM-30-PN-HRRP,"Not Available",NULL,0.9067,13.4,14.8,"Too Few to Report","2010-07-01 00:00:00","2013-06-30 00:00:00"
530025,"IVINSON MEMORIAL HOSPITAL","255 N 30TH",LARAMIE,WY,82072,ALBANY,3077422141,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"IVINSON MEMORIAL HOSPITAL",530025,WY,READM-30-HIP-KNEE-HRRP,"Not Available",NULL,0.8465,3.8,4.5,"Too Few to Report","2010-07-01 00:00:00","2013-06-30 00:00:00"
450213,"UNIVERSITY HEALTH SYSTEM","4502 MEDICAL DR","SAN ANTONIO",TX,78229,BEXAR,2103584000,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"UNIVERSITY HEALTH SYSTEM",450213,TX,READM-30-PN-HRRP,56,NULL,1.0134,19.9,19.7,12,"2010-07-01 00:00:00","2013-06-30 00:00:00"
450243,"HAMLIN MEMORIAL HOSPITAL","632 N W SECOND STREET",HAMLIN,TX,79520,JONES,3255763646,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"HAMLIN MEMORIAL HOSPITAL",450243,TX,READM-30-COPD-HRRP,"Not Available",NULL,0.9855,18,18.2,"Too Few to Report","2010-07-01 00:00:00","2013-06-30 00:00:00"
380027,"MERCY MEDICAL CENTER","2700 NW STEWART PARKWAY",ROSEBURG,OR,97471,DOUGLAS,5416730611,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"MERCY MEDICAL CENTER",380027,OR,READM-30-AMI-HRRP,137,NULL,1.0082,15.7,15.6,22,"2010-07-01 00:00:00","2013-06-30 00:00:00"
450271,"WISE REGIONAL HEALTH SYSTEM","609 MEDICAL CENTER DRIVE",DECATUR,TX,76234,WISE,9406275921,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"WISE REGIONAL HEALTH SYSTEM",450271,TX,READM-30-HF-HRRP,186,NULL,1.1513,27.1,23.5,59,"2010-07-01 00:00:00","2013-06-30 00:00:00"
450306,"STAMFORD MEMORIAL HOSPITAL","1601 COLUMBIA STREET",STAMFORD,TX,79553,JONES,3257732725,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"STAMFORD MEMORIAL HOSPITAL",450306,TX,READM-30-COPD-HRRP,"Not Available",NULL,0.98,16,16.3,"Too Few to Report","2010-07-01 00:00:00","2013-06-30 00:00:00"
450306,"STAMFORD MEMORIAL HOSPITAL","1601 COLUMBIA STREET",STAMFORD,TX,79553,JONES,3257732725,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"STAMFORD MEMORIAL HOSPITAL",450306,TX,READM-30-HF-HRRP,"Not Available",NULL,1.0349,22.8,22.1,"Too Few to Report","2010-07-01 00:00:00","2013-06-30 00:00:00"
